Date,Open,High,Low,Close,Adj Close,Volume
2008-11-20,4479680.000000,5536320.000000,4053440.000000,5295360.000000,5191475.500000,34
2008-11-21,4588800.000000,6459520.000000,4576000.000000,4648000.000000,4556815.000000,25
2008-11-24,4040960.000000,4439680.000000,2314240.000000,2656000.000000,2603894.750000,37
2008-11-25,2368000.000000,2586560.000000,2113600.000000,2264000.000000,2219584.750000,50
2008-11-26,2495360.000000,2848000.000000,1936000.000000,1964480.000000,1925940.750000,41
2008-11-28,1991680.000000,2000000.000000,1776000.000000,1812800.000000,1777236.250000,21
2008-12-01,1999360.000000,2623680.000000,1985920.000000,2560000.000000,2509777.750000,53
2008-12-02,2432000.000000,2679680.000000,1996800.000000,2052800.000000,2012527.875000,93
2008-12-03,2320000.000000,2335680.000000,1725120.000000,1760000.000000,1725472.250000,118
2008-12-04,1856000.000000,1916800.000000,1551360.000000,1798080.000000,1762805.250000,111
2008-12-05,1928640.000000,1936000.000000,1392000.000000,1416000.000000,1388220.750000,116
2008-12-08,1219200.000000,1295360.000000,1126080.000000,1172480.000000,1149478.250000,123
2008-12-09,1220160.000000,1301440.000000,1134080.000000,1273600.000000,1248614.500000,183
2008-12-10,1235200.000000,1403200.000000,1229120.000000,1286080.000000,1260849.625000,123
2008-12-11,1355200.000000,1608000.000000,1339200.000000,1561920.000000,1531278.125000,120
2008-12-12,1790400.000000,1807680.000000,1449600.000000,1460800.000000,1432141.875000,196
2008-12-15,1481920.000000,1700800.000000,1464320.000000,1619200.000000,1587434.500000,119
2008-12-16,1548800.000000,1558720.000000,1148480.000000,1180800.000000,1157635.000000,154
2008-12-17,1211200.000000,1228800.000000,1074560.000000,1152640.000000,1130027.375000,132
2008-12-18,1130240.000000,1291840.000000,1105600.000000,1253120.000000,1228536.125000,119
2008-12-19,1238720.000000,1306880.000000,1163840.000000,1228160.000000,1204065.750000,136
2008-12-22,1232000.000000,1408000.000000,1231040.000000,1346240.000000,1319829.500000,127
2008-12-23,1320320.000000,1429760.000000,1310080.000000,1417280.000000,1389475.750000,115
2008-12-24,1428160.000000,1455680.000000,1360000.000000,1364160.000000,1337397.875000,34
2008-12-26,1318400.000000,1402560.000000,1301440.000000,1354560.000000,1327986.000000,36
2008-12-29,1343680.000000,1459200.000000,1339200.000000,1394880.000000,1367515.250000,59
2008-12-30,1385600.000000,1392000.000000,1232000.000000,1246080.000000,1221634.250000,77
