Date,Open,High,Low,Close,Adj Close,Volume
2010-02-12,20572.160156,20728.320313,20154.880859,20339.199219,19697.986328,14
2010-02-16,19809.279297,19824.640625,19095.039063,19166.720703,18562.472656,24
2010-02-17,19002.880859,19056.640625,18810.880859,18905.599609,18309.582031,22
2010-02-18,18979.839844,18979.839844,18380.800781,18416.640625,17836.035156,93
2010-02-19,18549.759766,18670.080078,18168.320313,18365.439453,17786.451172,220
2010-02-22,18168.320313,18488.320313,18168.320313,18462.720703,17880.666016,38
2010-02-23,18529.279297,18992.640625,18293.759766,18977.279297,18379.005859,132
2010-02-24,18785.279297,18887.679688,18360.320313,18470.400391,17888.103516,189
2010-02-25,19304.960938,19425.279297,18711.039063,18711.039063,18121.154297,178
2010-02-26,18677.759766,18982.400391,18567.679688,18711.039063,18121.154297,139
2010-03-01,18485.759766,18552.320313,18237.439453,18301.439453,17724.466797,80
2010-03-02,18176.000000,18327.039063,18035.199219,18311.679688,17734.388672,110
2010-03-03,18147.839844,18396.160156,17971.199219,18319.359375,17741.824219,70
2010-03-04,18211.839844,18278.400391,18048.000000,18060.800781,17491.416016,47
2010-03-05,17920.000000,17920.000000,17405.439453,17428.480469,16879.029297,318
2010-03-08,17423.359375,17500.160156,17423.359375,17495.039063,16943.492188,31
2010-03-09,17510.400391,17528.320313,17254.400391,17418.240234,16869.113281,83
2010-03-10,17369.599609,17512.960938,17254.400391,17384.960938,16836.880859,75
2010-03-11,17461.759766,17635.839844,17154.560547,17154.560547,16613.742188,101
2010-03-12,16939.519531,17213.439453,16939.519531,17093.119141,16554.244141,172
2010-03-15,17131.519531,17290.240234,16995.839844,17003.519531,16467.466797,52
2010-03-16,16924.160156,17082.880859,16752.640625,16752.640625,16224.497070,122
2010-03-17,16668.160156,16668.160156,16407.039063,16583.679688,16060.863281,69
2010-03-18,16514.560547,16532.480469,16330.240234,16353.280273,15837.726563,71
2010-03-19,16535.039063,16698.880859,16174.080078,16535.039063,16013.756836,144
2010-03-22,16701.439453,16724.480469,16227.839844,16286.719727,15773.264648,127
2010-03-23,16222.719727,16284.160156,15838.719727,15859.200195,15359.222656,136
2010-03-24,15979.519531,16107.519531,15869.440430,16061.440430,15555.088867,68
2010-03-25,15772.160156,16066.559570,15564.799805,16035.839844,15530.294922,125
2010-03-26,15948.799805,16122.879883,15764.480469,15987.200195,15483.187500,75
2010-03-29,15843.839844,15861.759766,15736.320313,15787.519531,15289.802734,79
2010-03-30,15800.320313,15877.120117,15242.240234,15772.160156,15274.927734,52
2010-03-31,15843.839844,16046.080078,15779.839844,15976.959961,15473.270508,129
2010-04-01,15651.839844,15902.719727,15526.400391,15641.599609,15148.484375,75
2010-04-05,15516.160156,15646.719727,15393.280273,15449.599609,14962.537109,53
2010-04-06,15585.280273,15621.120117,15393.280273,15467.519531,14979.891602,154
2010-04-07,15572.480469,15918.080078,15464.959961,15754.240234,15257.573242,78
2010-04-08,15892.480469,15966.719727,15518.719727,15598.080078,15106.335938,71
2010-04-09,15526.400391,15564.799805,15308.799805,15316.480469,14833.614258,67
2010-04-12,15244.799805,15316.480469,15173.120117,15306.240234,14823.696289,47
2010-04-13,15324.160156,15513.599609,15157.759766,15232.000000,14751.797852,54
2010-04-14,15068.160156,15078.400391,14784.000000,14799.360352,14332.796875,91
2010-04-15,14850.559570,14860.799805,14656.000000,14696.959961,14233.624023,120
2010-04-16,14776.320313,15360.000000,14720.000000,15183.360352,14704.690430,182
2010-04-19,15321.599609,15360.000000,14891.519531,14899.200195,14429.488281,104
2010-04-20,14763.519531,14912.000000,14691.839844,14817.280273,14350.152344,74
2010-04-21,14791.679688,14955.519531,14656.000000,14776.320313,14310.481445,101
2010-04-22,15034.879883,15178.240234,14656.000000,14712.320313,14248.500000,93
2010-04-23,14740.480469,14786.559570,14443.519531,14446.080078,13990.654297,123
2010-04-26,14330.879883,14417.919922,14248.959961,14417.919922,13963.381836,52
2010-04-27,14528.000000,15303.679688,14197.759766,15249.919922,14769.151367,180
2010-04-28,15047.679688,15336.959961,14904.320313,15047.679688,14573.286133,170
2010-04-29,14830.080078,14830.080078,14412.799805,14548.480469,14089.826172,83
2010-04-30,14471.679688,15162.879883,14338.559570,15137.280273,14660.064453,214
2010-05-03,14894.080078,14924.799805,14451.200195,14548.480469,14089.826172,91
2010-05-04,14958.080078,15546.879883,14958.080078,15429.120117,14942.702148,217
2010-05-05,15746.559570,15859.200195,15334.400391,15667.200195,15173.275391,388
2010-05-06,15802.879883,20224.000000,12800.000000,17128.960938,16588.951172,877
2010-05-07,17305.599609,18457.599609,16857.599609,17827.839844,17265.798828,827
2010-05-10,15933.440430,16212.480469,15493.120117,15718.400391,15222.863281,605
2010-05-11,16110.080078,16156.160156,15326.719727,15872.000000,15371.620117,277
2010-05-12,15713.280273,15731.200195,15137.280273,15162.879883,14684.855469,169
2010-05-13,15311.360352,15680.000000,15075.839844,15674.879883,15180.714844,199
2010-05-14,15941.120117,16693.759766,15884.799805,16368.639648,15852.604492,355
